UID,GUID,TSCSystemKey,ProjectId,Ethid,LangID,Type,ProjectName,TSCRptName,TitleName,WebProductList,SponsorBeginYr,CurrEndYr,ActiveFlag,ReqFundingFlag,MktAsClusterFlag,Region,WebCountry,TSCPopTotal,PrayerCommits,PrayerCommitNeed,PrayerCommitGoal,LifetimeGivingAndPledgeBal,LifetimeOpp,LifetimeTotalNeed
20795-,UID2079500000,20795,20795,NULL,NULL,Project,Abakwa Oral Cluster,NULL,Abakwa Oral Cluster,Bible Stories,2016,2018,Y,Y,Y,Africa,Cameroon,80700,2,8,10,66370.34,421021.5,487391.84
20795-19145,UID2079519145,2079501553,20795,19145,1553,Language,Abakwa Oral Cluster,Bambili,Abakwa Oral Cluster-Bambili,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,10000,0,0,10,11061.72,70170.25,81231.97
20795-19146,UID2079519146,2079501554,20795,19146,1554,Language,Abakwa Oral Cluster,Mankon,Abakwa Oral Cluster-Mankon,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,18800,0,0,10,11061.72,70170.25,81231.97
20795-19147,UID2079519147,2079501555,20795,19147,1555,Language,Abakwa Oral Cluster,Ngwo,Abakwa Oral Cluster-Ngwo,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,22000,0,0,10,11061.73,70170.25,81231.98
20795-19148,UID2079519148,2079501556,20795,19148,1556,Language,Abakwa Oral Cluster,Isu,Abakwa Oral Cluster-Isu,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,15400,0,0,10,11061.72,70170.25,81231.97
20795-19392,UID2079519392,2079501809,20795,19392,1809,Language,Abakwa Oral Cluster,Lus,Abakwa Oral Cluster-Lus,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,9500,0,0,10,11061.73,70170.25,81231.98
20795-19393,UID2079519393,2079501810,20795,19393,1810,Language,Abakwa Oral Cluster,Adere,Abakwa Oral Cluster-Adere,Bible Stories,2016,2018,Y,Y,N,Africa,Cameroon,5000,0,0,10,11061.72,70170.25,81231.97
50136-,UID5013600000,50136,50136,NULL,NULL,Project,Ache 2,NULL,Ache 2,Old Testament Portions-not Genesis,2016,2018,Y,Y,N,Americas,Paraguay,1500,13,0,10,105750.5,42240.08,147990.58
50474-,UID5047400000,50474,50474,NULL,NULL,Project,Achi de Cubulco,NULL,Achi de Cubulco,Full Bible,2014,2018,Y,Y,N,Americas,Guatemala,48250,7,3,10,114251.4,13955.02,128206.42
70395-,UID7039500000,70395,70395,NULL,NULL,Project,Ailan Cluster,NULL,Ailan Cluster,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,Y,Pacific,Papua New Guinea,66900,21,49,70,101500.16,496216.73,597716.89
70395-19131,UID7039519131,7039501539,70395,19131,1539,Language,Ailan Cluster,Tigak,Ailan Cluster-Tigak,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Pacific,Papua New Guinea,17000,3,7,10,14500.03,70888.11,85388.14
70395-19291,UID7039519291,7039501701,70395,19291,1701,Language,Ailan Cluster,Kol,Ailan Cluster-Kol,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Pacific,Papua New Guinea,8000,3,7,10,14500.03,70888.11,85388.14
70395-19292,UID7039519292,7039501702,70395,19292,1702,Language,Ailan Cluster,Lote,Ailan Cluster-Lote,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Pacific,Papua New Guinea,7400,3,7,10,14500.03,70888.11,85388.14
70395-19293,UID7039519293,7039501703,70395,19293,1703,Language,Ailan Cluster,Mamusi,Ailan Cluster-Mamusi,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Pacific,Papua New Guinea,11000,3,7,10,14500.03,70888.11,85388.14
70395-19294,UID7039519294,7039501704,70395,19294,1704,Language,Ailan Cluster,Aighon,Ailan Cluster-Aighon,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Pacific,Papua New Guinea,2000,3,7,10,14500.02,70888.11,85388.13
70395-19297,UID7039519297,7039501707,70395,19297,1707,Language,Ailan Cluster,Lihir,Ailan Cluster-Lihir,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Pacific,Papua New Guinea,19000,3,7,10,14500.03,70888.11,85388.14
70395-19389,UID7039519389,7039501806,70395,19389,1806,Language,Ailan Cluster,Manseng,Ailan Cluster-Manseng,Jesus Film Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Pacific,Papua New Guinea,2500,3,7,10,14499.99,70888.14,85388.13
26743-,UID2674300000,26743,26743,NULL,NULL,Project,Akaarakaa Cluster,NULL,Akaarakaa Cluster,A Gospel Genesis Jesus Film,2013,2017,Y,Y,Y,Africa,Togo,384400,65,0,40,259009.74,29108.52,288118.26
26743-18587,UID2674318587,2674300964,26743,18587,964,Language,Akaarakaa Cluster,Idaasha,Akaarakaa Cluster-Idaasha,A Gospel Genesis Jesus Film,2013,2017,Y,Y,N,Africa,Togo,101000,16,0,10,64643.43,7277.13,71920.56
26743-725,UID2674300725,2674300920,26743,725,920,Language,Akaarakaa Cluster,Mbelime,Akaarakaa Cluster-Mbelime,A Gospel Genesis Jesus Film,2013,2017,Y,Y,N,Africa,Togo,57000,17,0,10,64643.44,7277.13,71920.57
26743-732,UID2674300732,2674300919,26743,732,919,Language,Akaarakaa Cluster,Saxwe,Akaarakaa Cluster-Saxwe,A Gospel Genesis Jesus Film,2013,2017,Y,Y,N,Africa,Togo,170000,16,0,10,64993.44,7277.13,72270.57
26743-9397,UID2674309397,2674300921,26743,9397,921,Language,Akaarakaa Cluster,Akebu,Akaarakaa Cluster-Akebu,A Gospel Genesis Jesus Film,2013,2017,Y,Y,N,Africa,Togo,56400,16,0,10,64729.43,7277.13,72006.56
20584-,UID2058400000,20584,20584,NULL,NULL,Project,Akoti,NULL,Akoti,Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2014,2017,Y,N,N,Africa,Mozambique,97000,4,6,10,139436.43,6361.51,145797.94
21266-,UID2126600000,21266,21266,NULL,NULL,Project,Akoti 2,NULL,Akoti 2,Full New Testament,2017,2020,Y,Y,N,Africa,Mozambique,97000,4,6,10,0,140966.21,140966.21
70105-,UID7010500000,70105,70105,NULL,NULL,Project,Alor Cluster,NULL,Alor Cluster,New Testament Portions-not a Gospel,2017,2019,Y,Y,Y,Asia,Timor,12700,3,27,30,0,394910.39,394910.39
70105-19036,UID7010519036,7010501440,70105,19036,1440,Language,Alor Cluster,Wersing,Alor Cluster-Wersing,New Testament Portions-not a Gospel,2017,2019,Y,Y,N,Asia,Timor,3700,1,9,10,0,131636.8,131636.8
70105-19512,UID7010519512,7010501929,70105,19512,1929,Language,Alor Cluster,Teiwa,Alor Cluster-Teiwa,New Testament Portions-not a Gospel,2017,2019,Y,Y,N,Asia,Timor,4000,1,9,10,0,131636.8,131636.8
70105-19513,UID7010519513,7010501930,70105,19513,1930,Language,Alor Cluster,Klon,Alor Cluster-Klon,New Testament Portions-not a Gospel,2017,2019,Y,Y,N,Asia,Timor,5000,1,9,10,0,131636.8,131636.8
26242-,UID2624200000,26242,26242,NULL,NULL,Project,Amharic Jerusalem Bible,NULL,Amharic Jerusalem Bible,Full Bible,2012,2017,Y,Y,N,Africa,Ethiopia,17418000,19,0,10,266548,0,266548
50436-,UID5043600000,50436,50436,NULL,NULL,Project,Amuzgo 2,NULL,Amuzgo 2,Old Testament Portions-not Genesis,2016,2018,Y,Y,N,Americas,Mexico,50000,12,0,10,60271.84,75878.51,136150.35
50714-,UID5071400000,50714,50714,NULL,NULL,Project,Amuzgo Huixtepec,NULL,Amuzgo Huixtepec,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Americas,Mexico,20000,0,10,10,0,163840.37,163840.37
20885-,UID2088500000,20885,20885,NULL,NULL,Project,Angolar,NULL,Angolar,A Gospel Bible Stories,2016,2018,Y,Y,N,Africa,Sao Tome,5000,12,0,10,40058.71,144418.34,184477.05
20604-,UID2060400000,20604,20604,NULL,NULL,Project,Anufo,NULL,Anufo,Full Old Testament,2016,2018,Y,Y,N,Africa,Ghana,149000,21,0,10,57853.22,95211.8,153065.02
55200-,UID5520000000,55200,55200,NULL,NULL,Project,Aramaic M-North OT,NULL,Aramaic M-North OT,Full Old Testament,2009,2017,Y,Y,N,Eurasia,East Mediterranean,1000000,13,0,10,406279.61,12754.68,419034.29
801-,UID0080100000,80100,801,NULL,NULL,Project,Aramaic OT,NULL,Aramaic OT,Full Old Testament,1999,2017,Y,Y,N,Eurasia,East Mediterranean,1000000,18,0,10,382188.5,0,382188.5
75800-,UID7580000000,75800,75800,NULL,NULL,Project,Arnhem Land Aboriginal Partnership,NULL,Arnhem Land Aboriginal Partnership,A Gospel,2012,2017,Y,Y,Y,Pacific,Australia,2430,112,0,110,221613.19,0,221613.19
75800-10981,UID7580010981,7580000877,75800,10981,877,Language,Arnhem Land Aboriginal Partnership,Wangurri,Arnhem Land Aboriginal Partnership-Wangurri,A Gospel,2012,2017,Y,Y,N,Pacific,Australia,300,16,0,10,31657.6,0,31657.6
75800-10982,UID7580010982,7580000878,75800,10982,878,Language,Arnhem Land Aboriginal Partnership,Golumala,Arnhem Land Aboriginal Partnership-Golumala,A Gospel,2012,2017,Y,Y,N,Pacific,Australia,270,16,0,10,31657.6,0,31657.6
75800-18986,UID7580018986,7580001373,75800,18986,1373,Language,Arnhem Land Aboriginal Partnership,Djapu,Arnhem Land Aboriginal Partnership-Djapu,A Gospel,2015,2017,Y,Y,N,Pacific,Australia,50,16,0,10,31657.6,0,31657.6
75800-18987,UID7580018987,7580001374,75800,18987,1374,Language,Arnhem Land Aboriginal Partnership,Liyagawumirr,Arnhem Land Aboriginal Partnership-Liyagawumirr,A Gospel,2015,2017,Y,Y,N,Pacific,Australia,60,16,0,10,31657.6,0,31657.6
75800-257,UID7580000257,7580000013,75800,257,13,Language,Arnhem Land Aboriginal Partnership,Dhuwya,Arnhem Land Aboriginal Partnership-Dhuwya,A Gospel,2012,2017,Y,Y,N,Pacific,Australia,500,16,0,10,31657.6,0,31657.6
75800-302,UID7580000302,7580000016,75800,302,16,Language,Arnhem Land Aboriginal Partnership,Gupapuynu,Arnhem Land Aboriginal Partnership-Gupapuynu,A Gospel,2012,2017,Y,Y,N,Pacific,Australia,950,16,0,10,31657.6,0,31657.6
75800-379,UID7580000379,7580000017,75800,379,17,Language,Arnhem Land Aboriginal Partnership,Maung,Arnhem Land Aboriginal Partnership-Maung,A Gospel,2012,2017,Y,Y,N,Pacific,Australia,300,16,0,10,31667.6,0,31667.6
70206-,UID7020600000,70206,70206,NULL,NULL,Project,Aruamu 2,NULL,Aruamu 2,Old Testament Portions-not Genesis,2016,2018,Y,Y,N,Pacific,Papua New Guinea,10000,3,7,10,35025.01,69649.13,104674.14
50143-,UID5014300000,50143,50143,NULL,NULL,Project,Awaete,NULL,Awaete,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2013,2016,Y,Y,N,Americas,Brazil,200,11,0,10,85024,0,85024
35100-,UID3510000000,35100,35100,NULL,NULL,Project,Ayta NT Cluster,NULL,Ayta NT Cluster,Full New Testament New Testament Portions-not a Gospel,2009,2018,Y,Y,Y,Asia,Philippines,10200,476,0,30,189421.83,18664.8,208086.63
35100-8118,UID3510008118,3510000641,35100,8118,641,Language,Ayta NT Cluster,Ayta Abellen,Ayta NT Cluster-Ayta Abellen,Full New Testament New Testament Portions-not a Gospel,2003,2018,Y,Y,N,Asia,Philippines,3000,162,0,10,64026.61,6221.6,70248.21
35100-8119,UID3510008119,3510000642,35100,8119,642,Language,Ayta NT Cluster,Ayta Ambala,Ayta NT Cluster-Ayta Ambala,Full New Testament New Testament Portions-not a Gospel,2008,2018,Y,Y,N,Asia,Philippines,2200,159,0,10,62697.61,6221.6,68919.21
35100-8122,UID3510008122,3510000643,35100,8122,643,Language,Ayta NT Cluster,Ayta Mag-Indi,Ayta NT Cluster-Ayta Mag-Indi,Full New Testament New Testament Portions-not a Gospel,2009,2018,Y,Y,N,Asia,Philippines,5000,155,0,10,62697.61,6221.6,68919.21
20475-,UID2047500000,20475,20475,NULL,NULL,Project,Baiso,NULL,Baiso,A Gospel New Testament Portions-not a Gospel,2016,2018,Y,Y,N,Africa,Ethiopia,10350,3,7,10,115849.74,115143.62,230993.36
20814-,UID2081400000,20814,20814,NULL,NULL,Project,Bakoko,NULL,Bakoko,A Gospel New Testament Portions-not a Gospel,2015,2017,Y,Y,N,Africa,Cameroon,116000,3,7,10,164110,0,164110
20145-,UID2014500000,20145,20145,NULL,NULL,Project,Balanta,NULL,Balanta,Full Old Testament,2015,2017,Y,Y,N,Africa,Guinea-Bissau,326700,4,6,10,92410.33,13866.32,106276.65
40186-,UID4018600000,40186,40186,NULL,NULL,Project,Bamboo  Terraces Cluster,NULL,Bamboo  Terraces Cluster,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,Y,Asia - South,S Asia,12569690,0,100,100,0,1530892.08,1530892.08
40186-19546,UID4018619546,4018601963,40186,19546,1963,Language,Bamboo  Terraces Cluster,Ammani,Bamboo  Terraces Cluster-Ammani,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,10310000,0,10,10,0,153089.21,153089.21
40186-19547,UID4018619547,4018601964,40186,19547,1964,Language,Bamboo  Terraces Cluster,Aderi,Bamboo  Terraces Cluster-Aderi,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,50000,0,10,10,0,153089.21,153089.21
40186-19550,UID4018619550,4018601967,40186,19550,1967,Language,Bamboo  Terraces Cluster,Abari,Bamboo  Terraces Cluster-Abari,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,165000,0,10,10,0,153089.21,153089.21
40186-19551,UID4018619551,4018601968,40186,19551,1968,Language,Bamboo  Terraces Cluster,Apkabir,Bamboo  Terraces Cluster-Apkabir,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,7000,0,10,10,0,153089.21,153089.21
40186-19552,UID4018619552,4018601969,40186,19552,1969,Language,Bamboo  Terraces Cluster,Apkabilo,Bamboo  Terraces Cluster-Apkabilo,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,3190,0,10,10,0,153089.21,153089.21
40186-19554,UID4018619554,4018601971,40186,19554,1971,Language,Bamboo  Terraces Cluster,Apokip,Bamboo  Terraces Cluster-Apokip,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,20000,0,10,10,0,153089.21,153089.21
40186-19558,UID4018619558,4018601975,40186,19558,1975,Language,Bamboo  Terraces Cluster,Torchay,Bamboo  Terraces Cluster-Torchay,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,25000,0,10,10,0,153089.21,153089.21
40186-19563,UID4018619563,4018601980,40186,19563,1980,Language,Bamboo  Terraces Cluster,Tanglok,Bamboo  Terraces Cluster-Tanglok,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,18000,0,10,10,0,153089.21,153089.21
40186-19564,UID4018619564,4018601981,40186,19564,1981,Language,Bamboo  Terraces Cluster,Tikku,Bamboo  Terraces Cluster-Tikku,A Gospel New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Asia - South,S Asia,1500,0,10,10,0,153089.21,153089.21
40186-3898,UID4018603898,4018600292,40186,3898,292,Language,Bamboo  Terraces Cluster,Dasir,Bamboo  Terraces Cluster-Dasir,A Gospel New Testament Portions-not a Gospel,2010,2020,Y,Y,N,Asia - South,S Asia,1970000,0,10,10,0,153089.21,153089.21
26332-,UID2633200000,26332,26332,NULL,NULL,Project,Banda-Linda NT,NULL,Banda-Linda NT,Full New Testament Genesis Old Testament Portions-not Genesis,2012,2019,Y,Y,N,Africa,Central African Republic,183000,11,0,10,326499.97,190465.82,516965.79
20234-,UID2023400000,20234,20234,NULL,NULL,Project,Bangui Trauma Cluster,NULL,Bangui Trauma Cluster,Bible Stories,2014,2016,Y,Y,Y,Africa,Central African Republic,1414700,5,5,10,302132.75,0,302132.75
20234-1754,UID2023401754,2023400077,20234,1754,77,Language,Bangui Trauma Cluster,Lutos,Bangui Trauma Cluster-Lutos,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,25000,0,0,10,25177.73,0,25177.73
20234-1784,UID2023401784,2023400080,20234,1784,80,Language,Bangui Trauma Cluster,Yaka,Bangui Trauma Cluster-Yaka,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,30000,0,0,10,25177.73,0,25177.73
20234-18652,UID2023418652,2023401030,20234,18652,1030,Language,Bangui Trauma Cluster,Ali,Bangui Trauma Cluster-Ali,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,47000,0,0,10,25177.73,0,25177.73
20234-18653,UID2023418653,2023401031,20234,18653,1031,Language,Bangui Trauma Cluster,Banda-Banda,Bangui Trauma Cluster-Banda-Banda,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,102000,0,0,10,25177.73,0,25177.73
20234-18654,UID2023418654,2023401032,20234,18654,1032,Language,Bangui Trauma Cluster,Gbanu,Bangui Trauma Cluster-Gbanu,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,95000,0,0,10,25177.73,0,25177.73
20234-18656,UID2023418656,2023401034,20234,18656,1034,Language,Bangui Trauma Cluster,Manza,Bangui Trauma Cluster-Manza,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,220000,0,0,10,25177.72,0,25177.72
20234-18657,UID2023418657,2023401035,20234,18657,1035,Language,Bangui Trauma Cluster,Mbati,Bangui Trauma Cluster-Mbati,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,60000,0,0,10,25177.74,0,25177.74
20234-18658,UID2023418658,2023401036,20234,18658,1036,Language,Bangui Trauma Cluster,Ngando,Bangui Trauma Cluster-Ngando,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,6700,0,0,10,25177.72,0,25177.72
20234-18659,UID2023418659,2023401037,20234,18659,1037,Language,Bangui Trauma Cluster,Ngbaka Ma'bo,Bangui Trauma Cluster-Ngbaka Ma'bo,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,190000,0,0,10,25177.74,0,25177.74
20234-18660,UID2023418660,2023401038,20234,18660,1038,Language,Bangui Trauma Cluster,Ngbaka Manza,Bangui Trauma Cluster-Ngbaka Manza,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,29000,0,0,10,25177.72,0,25177.72
20234-18661,UID2023418661,2023401039,20234,18661,1039,Language,Bangui Trauma Cluster,Yakoma,Bangui Trauma Cluster-Yakoma,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,110000,0,0,10,25177.74,0,25177.74
20234-18663,UID2023418663,2023401041,20234,18663,1041,Language,Bangui Trauma Cluster,Sango,Bangui Trauma Cluster-Sango,Bible Stories,2014,2016,Y,Y,N,Africa,Central African Republic,500000,0,0,10,25177.72,0,25177.72
40515-,UID4051500000,40515,40515,NULL,NULL,Project,Barthawi,NULL,Barthawi,Bible Stories Full New Testament,2016,2019,Y,Y,N,Asia - South,S Asia,1200000,2,8,10,104859,0,104859
705-,UID0070500000,70500,705,NULL,NULL,Project,Basera NT Cluster,NULL,Basera NT Cluster,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2017,Y,Y,Y,Asia,SE Asia,18600,46,0,30,230015.64,0,230015.64
705-4010,UID0070504010,7050000311,705,4010,311,Language,Basera NT Cluster,Ada,Basera NT Cluster-Ada,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2017,Y,Y,N,Asia,SE Asia,10000,17,0,10,68827.54,0,68827.54
705-4500,UID0070504500,7050000339,705,4500,339,Language,Basera NT Cluster,Ampiri,Basera NT Cluster-Ampiri,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2017,Y,Y,N,Asia,SE Asia,8000,15,0,10,87206.45,0,87206.45
705-4539,UID0070504539,7050000344,705,4539,344,Language,Basera NT Cluster,Edo,Basera NT Cluster-Edo,New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2006,2017,Y,Y,N,Asia,SE Asia,600,14,0,10,73981.7,0,73981.7
21106-,UID2110600000,21106,21106,NULL,NULL,Project,BaYaYa Cluster,NULL,BaYaYa Cluster,A Gospel Genesis New Testament Portions-not a Gospel,2017,2020,Y,Y,Y,Africa,Dem Rep Congo,2368740,0,30,30,0,589253.28,589253.28
21106-19168,UID2110619168,2110601577,21106,19168,1577,Language,BaYaYa Cluster,Kiyaka,BaYaYa Cluster-Kiyaka,A Gospel Genesis New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Africa,Dem Rep Congo,750000,0,10,10,0,196417.76,196417.76
21106-19481,UID2110619481,2110601898,21106,19481,1898,Language,BaYaYa Cluster,Iyansi,BaYaYa Cluster-Iyansi,A Gospel Genesis New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Africa,Dem Rep Congo,1500000,0,10,10,0,196417.76,196417.76
21106-19656,UID2110619656,2110602073,21106,19656,2073,Language,BaYaYa Cluster,Bobangi,BaYaYa Cluster-Bobangi,A Gospel Genesis New Testament Portions-not a Gospel,2017,2020,Y,Y,N,Africa,Dem Rep Congo,118740,0,10,10,0,196417.76,196417.76
20246-,UID2024600000,20246,20246,NULL,NULL,Project,Bekwarra 2,NULL,Bekwarra 2,Genesis Old Testament Portions-not Genesis,2016,2019,Y,Y,N,Africa,Nigeria,151000,6,4,10,14186.81,96537.27,110724.08
20414-,UID2041400000,20414,20414,NULL,NULL,Project,Bhahumono,NULL,Bhahumono,Jesus Film New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2014,2016,Y,Y,N,Africa,Nigeria,30000,1,9,10,61618.49,0,61618.49
20136-,UID2013600000,20136,20136,NULL,NULL,Project,Bituma,NULL,Bituma,A Gospel Jesus Film New Testament Portions-not a Gospel,2016,2019,Y,Y,N,Africa,Tanzania,213000,2,8,10,25000.12,178673.83,203673.95
20537-,UID2053700000,20537,20537,NULL,NULL,Project,Boaz Cluster,NULL,Boaz Cluster,Bible Stories New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2020,Y,Y,Y,Africa,Ethiopia,8472000,0,50,50,0,205350.46,205350.46
20537-18645,UID2053718645,2053701023,20537,18645,1023,Language,Boaz Cluster,Saho,Boaz Cluster-Saho,Bible Stories New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2014,2020,Y,Y,N,Africa,Ethiopia,230000,0,10,10,0,41070.09,41070.09
20537-19584,UID2053719584,2053702001,20537,19584,2001,Language,Boaz Cluster,Bilen,Boaz Cluster-Bilen,Bible Stories New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2020,Y,Y,N,Africa,Ethiopia,91000,0,10,10,0,41070.09,41070.09
20537-19585,UID2053719585,2053702002,20537,19585,2002,Language,Boaz Cluster,Kunama,Boaz Cluster-Kunama,Bible Stories New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2020,Y,Y,N,Africa,Ethiopia,187000,0,10,10,0,41070.09,41070.09
20537-19586,UID2053719586,2053702003,20537,19586,2003,Language,Boaz Cluster,Tigre,Boaz Cluster-Tigre,Bible Stories New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2020,Y,Y,N,Africa,Ethiopia,1050000,0,10,10,0,41070.09,41070.09
20537-19587,UID2053719587,2053702004,20537,19587,2004,Language,Boaz Cluster,Tigrigna,Boaz Cluster-Tigrigna,Bible Stories New Testament Portions-not a Gospel Old Testament Portions-not Genesis,2017,2020,Y,Y,N,Africa,Ethiopia,6914000,0,10,10,0,41070.09,41070.09
26132-,UID2613200000,26132,26132,NULL,NULL,Project,Bokoto NT,NULL,Bokoto NT,Full New Testament Genesis Old Testament Portions-not Genesis,2012,2019,Y,Y,N,Africa,Central African Republic,130000,24,0,10,413991.55,125031.16,539022.71
26813-,UID2681300000,26813,26813,NULL,NULL,Project,Borgu,NULL,Borgu,Old Testament Portions-not Genesis,2013,2017,Y,Y,N,Africa,Benin,328200,12,0,10,97988.54,4875.7,102864.24
20354-,UID2035400000,20354,20354,NULL,NULL,Project,Brazzaville Cluster,NULL,Brazzaville Cluster,Old Testament Portions-not Genesis,2014,2016,Y,N,Y,Africa,Congo,1404500,5,45,50,311945.65,0,311945.65
20354-18708,UID2035418708,2035401086,20354,18708,1086,Language,Brazzaville Cluster,Doondo,Brazzaville Cluster-Doondo,Old Testament Portions-not Genesis,2014,2016,Y,N,N,Africa,Congo,75000,1,9,10,62382.13,0,62382.13
20354-18709,UID2035418709,2035401087,20354,18709,1087,Language,Brazzaville Cluster,Kituba,Brazzaville Cluster-Kituba,Old Testament Portions-not Genesis,2014,2016,Y,N,N,Africa,Congo,1160000,1,9,10,62382.13,0,62382.13
20354-18710,UID2035418710,2035401088,20354,18710,1088,Language,Brazzaville Cluster,Mboshi,Brazzaville Cluster-Mboshi,Old Testament Portions-not Genesis,2014,2016,Y,N,N,Africa,Congo,108000,1,9,10,62382.13,0,62382.13
20354-18711,UID2035418711,2035401089,20354,18711,1089,Language,Brazzaville Cluster,Ngungwel,Brazzaville Cluster-Ngungwel,Old Testament Portions-not Genesis,2014,2016,Y,N,N,Africa,Congo,45000,1,9,10,62382.13,0,62382.13
20354-18843,UID2035418843,2035401221,20354,18843,1221,Language,Brazzaville Cluster,Southwest Teke,Brazzaville Cluster-Southwest Teke,Old Testament Portions-not Genesis,2014,2016,Y,N,N,Africa,Congo,16500,1,9,10,62417.13,0,62417.13
26933-,UID2693300000,26933,26933,NULL,NULL,Project,BuNgoFu Cluster,NULL,BuNgoFu Cluster,A Gospel Genesis Old Testament Portions-not Genesis,2013,2017,Y,Y,Y,Africa,Dem Rep Congo,677000,116,0,40,606125.84,0,606125.84
26933-18582,UID2693318582,2693300959,26933,18582,959,Language,BuNgoFu Cluster,Budja,BuNgoFu Cluster-Budja,A Gospel Genesis Old Testament Portions-not Genesis,2013,2017,Y,Y,N,Africa,Dem Rep Congo,361000,29,0,10,151531.47,0,151531.47
26933-18583,UID2693318583,2693300960,26933,18583,960,Language,BuNgoFu Cluster,Fulu,BuNgoFu Cluster-Fulu,A Gospel Genesis Old Testament Portions-not Genesis,2013,2017,Y,Y,N,Africa,Dem Rep Congo,16000,29,0,10,151531.46,0,151531.46
26933-18584,UID2693318584,2693300961,26933,18584,961,Language,BuNgoFu Cluster,Ngombe-North,BuNgoFu Cluster-Ngombe-North,A Gospel Genesis Old Testament Portions-not Genesis,2013,2017,Y,Y,N,Africa,Dem Rep Congo,150000,29,0,10,151531.47,0,151531.47
26933-18585,UID2693318585,2693300962,26933,18585,962,Language,BuNgoFu Cluster,Ngombe-South,BuNgoFu Cluster-Ngombe-South,A Gospel Genesis Old Testament Portions-not Genesis,2013,2017,Y,Y,N,Africa,Dem Rep Congo,150000,29,0,10,151531.45,0,151531.45
25971-,UID2597100000,25971,25971,NULL,NULL,Project,Bwaatye NT,NULL,Bwaatye NT,Full New Testament Jesus Film Old Testament Portions-not Genesis,2011,2016,Y,Y,N,Africa,Nigeria,477000,5,5,10,61292.53,0,61292.53
76100-,UID7610000000,76100,76100,NULL,NULL,Project,Bwaidoka,NULL,Bwaidoka,Full New Testament,2012,2017,Y,Y,N,Pacific,Papua New Guinea,6500,10,0,10,21800.01,0,21800.01
20226-,UID2022600000,20226,20226,NULL,NULL,Project,C'lela 2,NULL,C'lela 2,Full New Testament Genesis Old Testament Portions-not Genesis,2016,2018,Y,N,N,Africa,Nigeria,90000,10,0,10,75794.3,8275.31,84069.61
